"Genome"	"original_bin"	"classification"	"fastani_reference"	"fastani_reference_radius"	"fastani_taxonomy"	"fastani_ani"	"fastani_af"	"closest_placement_reference"	"closest_placement_radius"	"closest_placement_taxonomy"	"closest_placement_ani"	"closest_placement_af"	"pplacer_taxonomy"	"classification_method"	"note"	"other_related_references.genome_id.species_name.radius.ANI.AF."	"msa_percent"	"translation_table"	"red_value"	"warnings"	"completeness"	"contamination"	"length"	"N50"	"centrality"
"MGYG000001278"	"SRR1761701_bin.5"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445"	"GCA_010604095.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445"	"96.78"	"0.957"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCA_934229725.1, s__Streptococcus sp934229725, 95.0, 95.97, 0.963"	"N/A"	"N/A"	"N/A"	"N/A"	52.6	0.39	1062964	3385	0
"MGYG000001279"	"SRR1761701_bin.8"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella uli_B"	"GCF_901212675.1"	"95.0"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella uli_B"	"96.44"	"0.872"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	74.37	1.9	1988983	6912	0
"MGYG000001280"	"SRR1761702_bin.12"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp900549855"	"GCA_900549855.1"	"95.0"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp900549855"	"99.92"	"0.945"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.72	1.17	2176526	35096	0.976332
"MGYG000001281"	"SRR1761702_bin.17"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens sp900552975"	"GCA_900552975.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens sp900552975"	"98.11"	"0.879"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	91.83	2.01	1536967	137250	0
"MGYG000001282"	"SRR1761702_bin.18"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549755"	"GCA_900549755.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549755"	"97.38"	"0.742"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	100	1.14	2666425	25731	0
"MGYG000001283"	"SRR1761702_bin.2"	"d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A"	"GCF_023617305.1"	"95"	"d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A"	"98.31"	"0.943"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.76	0.09	1873868	35506	0.987088769230769
"MGYG000001284"	"SRR1761702_bin.25"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__UMGS911 sp900545935"	"GCA_900545935.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__UMGS911 sp900545935"	"99.92"	"0.961"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.36	0.5	2086038	38110	0.980424
"MGYG000001285"	"SRR1761702_bin.32"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900556135"	"GCA_900556135.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900556135"	"99.84"	"0.928"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.78	4.78	1357978	45237	0
"MGYG000001286"	"SRR1761702_bin.4"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900551435"	"GCA_900551435.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900551435"	"98.26"	"0.806"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	93.95	2.11	2413048	25272	0.9778892
"MGYG000001287"	"SRR1761703_bin.10"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 sp000437315"	"GCA_000437315.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 sp000437315"	"97.28"	"0.829"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	71.85	0.76	1158968	30009	0
"MGYG000001288"	"SRR1761703_bin.12"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556395"	"GCA_900556395.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556395"	"99.85"	"0.885"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	85.18	2.39	2858323	20087	0.979111
"MGYG000001289"	"SRR1761703_bin.17"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900751035"	"GCA_900751035.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900751035"	"99.64"	"0.89"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	84.27	2.01	2258068	6309	0
"MGYG000001290"	"SRR1761703_bin.20"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900772035"	"GCA_900772035.1"	"95.0"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900772035"	"99.86"	"0.909"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	82.22	2.69	1781103	5314	0
"MGYG000001291"	"SRR1761703_bin.21"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915"	"GCA_000436915.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915"	"96.73"	"0.788"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCA_934254985.1, s__Prevotella sp934254985, 95.0, 95.47, 0.884"	"N/A"	"N/A"	"N/A"	"N/A"	88.82	0.06	2618921	25972	0.964523896551724
"MGYG000001292"	"SRR1761703_bin.22"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275"	"GCA_900554275.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275"	"97.53"	"0.831"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	83.41	0.1	1548107	7383	0
"MGYG000001293"	"SRR1761703_bin.24"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp900539455"	"GCA_900539455.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp900539455"	"97.69"	"0.922"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	95.04	1.29	2193044	16720	0.980403
"MGYG000001294"	"SRR1761703_bin.25"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900556525"	"GCA_900556525.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900556525"	"97.1"	"0.803"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	72.49	1.7	1972214	2628	0
"MGYG000001295"	"SRR1761704_bin.10"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp900555805"	"GCA_900555805.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp900555805"	"99.71"	"0.832"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	79.91	1.47	1767267	4020	0
"MGYG000001296"	"SRR1761704_bin.13"	"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900546225"	"GCA_900546225.1"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900546225"	"99.98"	"0.976"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	95.36	0	902077	88193	0
"MGYG000001297"	"SRR1761704_bin.14"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775"	"GCA_000431775.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775"	"97.55"	"0.932"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.3	0.52	2147182	86433	0.977611045454546
"MGYG000001298"	"SRR1761704_bin.15"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"GCA_900551335.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"96.59"	"0.885"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCA_022718015.1, s__Phascolarctobacterium_A sp022718015, 95.0, 95.43, 0.848"	"N/A"	"N/A"	"N/A"	"N/A"	100	0.42	2103125	19738	0.961520928571429
"MGYG000001299"	"SRR1761704_bin.2"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900771995"	"GCA_900771995.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900771995"	"99.98"	"0.954"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	100	0.87	3185500	35010	0
"MGYG000001300"	"SRR1761705_bin.10"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434915"	"GCA_000434915.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434915"	"97.95"	"0.904"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	100	0.12	2298853	97567	0.981295
"MGYG000001301"	"SRR1761705_bin.15"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai"	"GCA_025148785.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai"	"97.69"	"0.927"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.25	0.08	1928133	10992	0.97856425
"MGYG000001302"	"SRR1761705_bin.6"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535"	"GCF_009494395.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535"	"96.38"	"0.847"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	72.02	0.52	2754199	9140	0.9792935
"MGYG000001303"	"SRR1761705_bin.7"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"GCA_000434475.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475"	"94.33"	"0.783"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_934193095.1, s__Dialister sp934193095, 95.0, 94.02, 0.742; GCA_900543455.1, s__Dialister sp900543455, 95.0, 93.27, 0.792; GCA_022722495.1, s__Dialister sp022722495, 95.0, 93.22, 0.65; GCA_934178345.1, s__Dialister sp934178345, 95.0, 92.32, 0.8; GCA_900543165.1, s__Dialister sp900543165, 95.0, 92.23, 0.792; GCF_000242435.1, s__Dialister succinatiphilus, 95.0, 81.45, 0.242; GCA_900557365.1, s__Dialister sp900557365, 95.0, 81.4, 0.15; GCA_900759415.1, s__Dialister sp900759415, 95.0, 80.9, 0.208; GCA_934216155.1, s__Dialister sp934216155, 95.0, 80.88, 0.358; GCA_900541605.1, s__Dialister sp900541605, 95.0, 80.78, 0.225; GCA_002471975.1, s__Dialister sp002471975, 95.0, 80.71, 0.258; GCA_002439665.1, s__Dialister sp002439665, 95.0, 80.67, 0.15; GCA_900538805.1, s__Dialister sp900538805, 95.0, 80.47, 0.308; GCA_002297935.1, s__Dialister sp002297935, 95.0, 80.12, 0.317; GCF_007164725.1, s__Dialister hominis, 95.0, 80.09, 0.25; GCA_002320515.1, s__Dialister sp002320515, 95.0, 80.04, 0.308; GCA_900541485.1, s__Dialister sp900541485, 95.0, 79.76, 0.125; GCA_900545785.1, s__Dialister sp900545785, 95.0, 79.64, 0.133; GCA_900314595.1, s__Dialister sp900314595, 95.0, 79.61, 0.275; GCF_000160055.1, s__Dialister invisus, 95.0, 79.51, 0.158; GCA_900547785.1, s__Dialister sp900547785, 95.0, 79.16, 0.117; GCA_900765565.1, s__Dialister sp900765565, 95.0, 78.83, 0.275; GCA_001553355.1, s__Dialister sp001553355, 95.0, 78.57, 0.083; GCF_000194985.1, s__Dialister micraerophilus, 95.0, 77.9, 0.058"	"66.38"	"11"	"0.99833"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	74.11	4.8	1577824	2136	0
"MGYG000001304"	"SRR1761705_bin.9"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900771975"	"GCA_900771975.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900771975"	"99.99"	"0.973"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	86.73	0.06	2497551	113366	0
"MGYG000001305"	"SRR1761706_bin.10"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma sp900544585"	"GCA_900544585.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma sp900544585"	"98.17"	"0.933"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	85.74	0	566538	54273	0
"MGYG000001306"	"SRR1761706_bin.13"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp934435195"	"GCA_934435195.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp934435195"	"97.01"	"0.728"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCA_003480425.1, s__Schaedlerella sp900066545, 95.0, 95.24, 0.667"	"N/A"	"N/A"	"N/A"	"N/A"	99.99	1.07	3470991	30120	0.97
"MGYG000001307"	"SRR1761706_bin.7"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp001916215"	"GCA_001916215.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__CAG-307 sp001916215"	"97.36"	"0.83"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	96.24	1.28	1930579	24179	0
"MGYG000001308"	"SRR1761707_bin.10"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335"	"GCA_000434335.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335"	"96.21"	"0.853"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.53	2.96	1721592	50424	0
"MGYG000001309"	"SRR1761707_bin.17"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551275"	"GCF_019127135.1"	"95.0063"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551275"	"96.11"	"0.825"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	62.74	2.19	2293348	11447	0
"MGYG000001310"	"SRR1761707_bin.20"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp000435595"	"GCA_000435595.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp000435595"	"96.58"	"0.819"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.96	0.73	3102180	43351	0.960763
"MGYG000001311"	"SRR1761707_bin.21"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis"	"GCF_009695995.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis"	"95.16"	"0.85"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	82.16	4.98	2241935	4210	0
"MGYG000001312"	"SRR1761707_bin.22"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A"	"GCF_009680455.1"	"95.6336"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A"	"97.62"	"0.891"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.95	0.56	2621195	59201	0.967990285714286
"MGYG000001313"	"SRR1761707_bin.25"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539165"	"GCA_900539165.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539165"	"99.99"	"0.957"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.86	1.06	1766539	43805	0.99961
"MGYG000001314"	"SRR1761707_bin.28"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"GCA_004557565.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"96.16"	"0.939"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	78.64	3.98	2083974	2446	0
"MGYG000001315"	"SRR1761707_bin.29"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625"	"GCA_900540625.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625"	"99.49"	"0.818"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	57	0.19	1374557	1753	0
"MGYG000001316"	"SRR1761707_bin.3"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"GCA_900551335.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"96.07"	"0.652"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	75.25	2.21	1643742	2355	0
"MGYG000001317"	"SRR1761708_bin.12"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955"	"GCF_023921805.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955"	"97.62"	"0.829"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.7	0.78	2338524	31508	0.9748596
"MGYG000001318"	"SRR1761708_bin.13"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1224;s__UMGS1224 sp900549775"	"GCA_900549775.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1224;s__UMGS1224 sp900549775"	"99.98"	"0.963"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.18	0.16	1145775	39518	0.977814666666667
